Time,Rel. Hum.,Rel.Hum2.,Rel. Hum 1
04/06/2020 02:12:00,53.0363,0.002329402,50.08837
04/06/2020 02:13:00,53.08678,0.002326207,50.18225
04/06/2020 02:14:00,52.89265,0.002348574,50.21234
04/06/2020 02:15:00,52.78223,0.002351769,50.07171
04/06/2020 02:16:00,52.6629,0.002367746,50.01858
04/06/2020 02:17:00,52.36422,0.002409286,49.68628
04/06/2020 02:18:00,52.4939,0.00235816,49.62507
04/06/2020 02:19:00,52.71862,0.002367746,49.83796
04/06/2020 02:20:00,52.45959,0.002326207,49.83639
04/06/2020 02:21:00,52.2223,0.002303839,49.7224
04/06/2020 02:22:00,52.37593,0.002380527,49.88922
04/06/2020 02:23:00,52.36101,0.002307035,49.95509
04/06/2020 02:24:00,52.31268,0.002329402,49.92875
04/06/2020 02:25:00,52.09317,0.002393309,49.53635
04/06/2020 02:26:00,52.04444,0.002348574,49.58568
04/06/2020 02:27:00,51.36797,0.00235816,48.91045
04/06/2020 02:28:00,50.79114,0.002338988,48.2435
04/06/2020 02:29:00,51.06936,0.002332598,48.48458
04/06/2020 02:30:00,50.73289,0.002393308,48.17606
04/06/2020 02:31:00,50.63509,0.002386918,48.06289
04/06/2020 02:32:00,50.76264,0.002303839,48.05802
04/06/2020 02:33:00,51.5365,0.002348574,48.70471
04/06/2020 02:34:00,52.28045,0.002323012,49.09223
04/06/2020 02:35:00,52.24514,0.002323011,49.18535
04/06/2020 02:36:00,51.78201,0.002329402,48.8466
04/06/2020 02:37:00,51.94277,0.002396505,48.99241
04/06/2020 02:38:00,51.41215,0.002338988,48.75471
04/06/2020 02:39:00,51.30497,0.002332598,48.58889
04/06/2020 02:40:00,51.14165,0.002361355,48.35002
04/06/2020 02:41:00,51.66254,0.00235816,48.67583
04/06/2020 02:42:00,51.92399,0.002364551,48.81239
04/06/2020 02:43:00,52.98895,0.002383723,49.62361
04/06/2020 02:44:00,53.50853,0.002354965,50.13933
04/06/2020 02:45:00,53.39674,0.002354964,50.25491
04/06/2020 02:46:00,53.23863,0.002338988,50.13287
04/06/2020 02:47:00,52.08146,0.002342184,49.45159
04/06/2020 02:48:00,51.72225,0.00231023,48.83458
04/06/2020 02:49:00,51.68395,0.002354965,48.80854
04/06/2020 02:50:00,51.57055,0.002361356,48.69587
04/06/2020 02:51:00,51.65243,0.002348574,48.85722
04/06/2020 02:52:00,51.72553,0.002422067,48.95378
04/06/2020 02:53:00,51.63895,0.002326207,48.86206
04/06/2020 02:54:00,51.65192,0.002393309,48.81485
04/06/2020 02:55:00,51.85452,0.00235816,48.89978
04/06/2020 02:56:00,52.12431,0.002409286,49.08388
04/06/2020 02:57:00,52.33924,0.00235816,49.34214
04/06/2020 02:58:00,52.7715,0.002342183,49.66915
04/06/2020 02:59:00,53.3225,0.002386918,50.05311
04/06/2020 03:00:00,53.61632,0.002367746,50.38118
04/06/2020 03:01:00,53.77131,0.002367746,50.70377
04/06/2020 03:02:00,54.02557,0.002342184,50.94279
04/06/2020 03:03:00,54.25655,0.002418871,51.23634
04/06/2020 03:04:00,54.46957,0.002393309,51.41294
04/06/2020 03:05:00,54.71585,0.002390113,51.7225
04/06/2020 03:06:00,54.98385,0.00235816,51.95745
04/06/2020 03:07:00,55.39516,0.002367746,52.27576
04/06/2020 03:08:00,55.72055,0.002348574,52.55889
04/06/2020 03:09:00,55.97202,0.002345379,52.80713
04/06/2020 03:10:00,56.13095,0.002364551,52.97854
04/06/2020 03:11:00,56.34064,0.002335793,53.18276
04/06/2020 03:12:00,56.50547,0.002361356,53.38807
04/06/2020 03:13:00,56.50226,0.002335792,53.37336
04/06/2020 03:14:00,56.74374,0.00236455,53.53648
04/06/2020 03:15:00,56.94112,0.002342183,53.69267
04/06/2020 03:16:00,56.97009,0.002383723,53.95593
04/06/2020 03:17:00,57.10688,0.002370941,54.07036
04/06/2020 03:18:00,57.10347,0.002294253,54.09082
04/06/2020 03:19:00,56.90438,0.002351769,53.79659
04/06/2020 03:20:00,57.24744,0.002348574,54.13647
04/06/2020 03:21:00,57.41753,0.002374136,54.3714
04/06/2020 03:22:00,57.43476,0.002374137,54.39746
04/06/2020 03:23:00,57.61708,0.002348575,54.47243
04/06/2020 03:24:00,57.37947,0.002377332,54.38639
04/06/2020 03:25:00,57.62306,0.002374136,54.46745
04/06/2020 03:26:00,57.71236,0.002409286,54.67457
04/06/2020 03:27:00,57.47987,0.002319816,54.48563
04/06/2020 03:28:00,57.49077,0.002374137,54.55553
04/06/2020 03:29:00,57.73263,0.002364551,54.67109
04/06/2020 03:30:00,57.41766,0.0023997,54.68658
04/06/2020 03:31:00,57.04437,0.002396504,54.48055
04/06/2020 03:32:00,57.11514,0.002393309,54.30324
04/06/2020 03:33:00,57.42411,0.002354964,54.47697
04/06/2020 03:34:00,57.42523,0.002367746,54.56747
04/06/2020 03:35:00,57.38533,0.002425262,54.46876
04/06/2020 03:36:00,57.19728,0.002380527,54.32652
04/06/2020 03:37:00,57.33509,0.002364551,54.28338
04/06/2020 03:38:00,57.30289,0.002377332,54.2716
04/06/2020 03:39:00,56.72962,0.002361356,53.88255
04/06/2020 03:40:00,56.13504,0.002307035,53.31649
04/06/2020 03:41:00,56.29187,0.00231023,53.29067
04/06/2020 03:42:00,56.22218,0.00235816,53.26889
04/06/2020 03:43:00,55.84752,0.002348574,52.95005
04/06/2020 03:44:00,55.77576,0.002380527,52.89949
04/06/2020 03:45:00,55.53552,0.002361355,52.71704
04/06/2020 03:46:00,55.48436,0.002412481,52.50692
04/06/2020 03:47:00,55.34144,0.002367746,52.55309
04/06/2020 03:48:00,55.35292,0.002386918,52.4024
04/06/2020 03:49:00,55.49429,0.002377332,52.70857
04/06/2020 03:50:00,55.4152,0.002380527,52.85449
04/06/2020 03:51:00,55.31277,0.002383723,52.64598
04/06/2020 03:52:00,55.20732,0.002345379,52.55677
04/06/2020 03:53:00,55.78156,0.002415676,53.0305
04/06/2020 03:54:00,55.28205,0.002354964,52.79338
04/06/2020 03:55:00,55.43312,0.002386918,52.84552
04/06/2020 03:56:00,55.51757,0.002393309,52.86105
04/06/2020 03:57:00,55.70341,0.002370941,52.93786
04/06/2020 03:58:00,56.05596,0.00240609,53.1778
04/06/2020 03:59:00,56.03056,0.002383723,53.22791
04/06/2020 04:00:00,55.70797,0.00240609,52.99424
04/06/2020 04:01:00,55.92444,0.002364551,53.02523
04/06/2020 04:02:00,55.70858,0.002329402,53.00106
04/06/2020 04:03:00,55.91211,0.002396504,53.18794
04/06/2020 04:04:00,56.05748,0.002348574,53.28316
04/06/2020 04:05:00,56.09956,0.002374136,53.27703
04/06/2020 04:06:00,56.1406,0.002386918,53.30462
04/06/2020 04:07:00,56.30222,0.002370941,53.32182
04/06/2020 04:08:00,56.16702,0.002412481,53.29156
04/06/2020 04:09:00,56.2343,0.002390113,53.36199
04/06/2020 04:10:00,55.54348,0.002393309,53.04457
04/06/2020 04:11:00,55.76702,0.002409286,52.97218
04/06/2020 04:12:00,55.78186,0.002361355,53.16235
04/06/2020 04:13:00,55.53009,0.00240609,52.95051
04/06/2020 04:14:00,55.5042,0.00240609,52.96434
04/06/2020 04:15:00,55.68067,0.002338988,53.0296
04/06/2020 04:16:00,55.67329,0.002399699,53.10583
04/06/2020 04:17:00,55.6587,0.002390114,53.08215
04/06/2020 04:18:00,55.4577,0.00240609,53.0985
04/06/2020 04:19:00,55.53461,0.00235816,53.0987
04/06/2020 04:20:00,55.23949,0.002428457,52.90272
04/06/2020 04:21:00,55.12353,0.002402895,52.62917
04/06/2020 04:22:00,55.13155,0.002351769,52.76981
04/06/2020 04:23:00,55.37172,0.00236455,52.9558
04/06/2020 04:24:00,55.53273,0.002370941,53.00039
04/06/2020 04:25:00,55.69957,0.002396504,52.98188
04/06/2020 04:26:00,55.71928,0.002383723,53.0049
04/06/2020 04:27:00,55.40815,0.002380528,52.84718
04/06/2020 04:28:00,55.53028,0.002415676,52.7158
04/06/2020 04:29:00,55.45783,0.002386918,52.91144
04/06/2020 04:30:00,54.81477,0.002367746,52.32328
04/06/2020 04:31:00,54.95654,0.002418871,52.36153
04/06/2020 04:32:00,55.19653,0.002380527,52.44482
04/06/2020 04:33:00,55.31685,0.002415676,52.70998
04/06/2020 04:34:00,55.57775,0.002409285,52.76552
04/06/2020 04:35:00,55.77901,0.002418872,52.91967
04/06/2020 04:36:00,56.0269,0.002415676,53.17136
04/06/2020 04:37:00,56.13037,0.002428458,53.3901
04/06/2020 04:38:00,55.84161,0.002374137,53.24627
04/06/2020 04:39:00,55.86981,0.00240609,53.12864
04/06/2020 04:40:00,56.1913,0.002434848,53.40598
04/06/2020 04:41:00,56.13085,0.00240609,53.43272
04/06/2020 04:42:00,56.32924,0.00241248,53.57748
04/06/2020 04:43:00,56.16826,0.002370941,53.63504
04/06/2020 04:44:00,56.19595,0.002367746,53.59323
04/06/2020 04:45:00,56.2553,0.002374137,53.63322
04/06/2020 04:46:00,56.42893,0.00236455,53.81038
04/06/2020 04:47:00,56.29704,0.002383723,53.72931
04/06/2020 04:48:00,56.40972,0.002367746,53.7658
04/06/2020 04:49:00,56.53483,0.002390113,53.80691
04/06/2020 04:50:00,56.49668,0.002422067,54.00212
04/06/2020 04:51:00,56.48212,0.00240609,53.95289
04/06/2020 04:52:00,56.63178,0.002434848,53.94323
04/06/2020 04:53:00,56.63914,0.002364551,54.05093
04/06/2020 04:54:00,56.79489,0.002390113,54.07284
04/06/2020 04:55:00,56.87486,0.002386918,54.13269
04/06/2020 04:56:00,56.81363,0.002409285,54.15484
04/06/2020 04:57:00,56.59513,0.002370941,54.13411
04/06/2020 04:58:00,56.65314,0.002422067,54.1456
04/06/2020 04:59:00,56.75817,0.002370941,54.14917
04/06/2020 05:00:00,56.7864,0.002380528,54.11937
04/06/2020 05:01:00,56.89809,0.002415676,54.25142
04/06/2020 05:02:00,57.50634,0.002377332,54.52282
04/06/2020 05:03:00,57.46167,0.002377332,54.67865
04/06/2020 05:04:00,58.15303,0.002386919,55.15929
04/06/2020 05:05:00,58.03634,0.002402895,55.33913
04/06/2020 05:06:00,56.86575,0.002370941,54.64708
04/06/2020 05:07:00,56.89923,0.002517927,54.47976
04/06/2020 05:08:00,57.09089,0.002434848,54.56099
04/06/2020 05:09:00,56.93176,0.002367746,54.42802
04/06/2020 05:10:00,57.18599,0.0023997,54.56942
04/06/2020 05:11:00,57.04161,0.002380527,54.40347
04/06/2020 05:12:00,57.25639,0.002386918,54.52095
04/06/2020 05:13:00,56.91488,0.002377332,54.36677
04/06/2020 05:14:00,56.76747,0.002412481,54.23635
04/06/2020 05:15:00,56.61292,0.002422067,54.09577
04/06/2020 05:16:00,56.06639,0.00236455,54.04663
04/06/2020 05:17:00,56.60988,0.002402895,54.01331
04/06/2020 05:18:00,56.6087,0.002390113,54.25467
04/06/2020 05:19:00,56.56319,0.002361355,54.34455
04/06/2020 05:20:00,56.72,0.002361356,54.35332
04/06/2020 05:21:00,56.53627,0.002422067,54.2513
04/06/2020 05:22:00,56.78895,0.002380528,54.39476
04/06/2020 05:23:00,56.6925,0.002418872,54.38624
04/06/2020 05:24:00,56.6926,0.002383723,54.21309
04/06/2020 05:25:00,56.74987,0.002383723,54.13124
04/06/2020 05:26:00,56.95803,0.002418872,54.2592
04/06/2020 05:27:00,56.99406,0.002418872,54.38942
04/06/2020 05:28:00,57.34287,0.002370941,54.53403
04/06/2020 05:29:00,57.70421,0.002396504,54.74635
04/06/2020 05:30:00,57.8693,0.002386919,54.90183
04/06/2020 05:31:00,58.29174,0.002374137,55.23202
04/06/2020 05:32:00,58.47809,0.002425262,55.41367
04/06/2020 05:33:00,58.56804,0.002399699,55.59288
04/06/2020 05:34:00,58.51752,0.002361356,55.5964
04/06/2020 05:35:00,58.67472,0.002418871,55.70036
04/06/2020 05:36:00,58.79384,0.002345379,55.81621
04/06/2020 05:37:00,58.86699,0.002383722,56.05181
04/06/2020 05:38:00,58.81621,0.002412481,56.13835
04/06/2020 05:39:00,58.69299,0.002428457,56.17285
04/06/2020 05:40:00,58.61434,0.002418872,56.11697
04/06/2020 05:41:00,58.45589,0.002444434,56.13848
04/06/2020 05:42:00,58.43414,0.002390113,56.02719
04/06/2020 05:43:00,58.59869,0.002402895,56.18781
04/06/2020 05:44:00,58.66085,0.002396504,56.27256
04/06/2020 05:45:00,58.63586,0.002415676,56.29966
04/06/2020 05:46:00,58.46301,0.002393309,56.28457
04/06/2020 05:47:00,58.24769,0.002377332,56.19629
04/06/2020 05:48:00,57.81459,0.002377332,55.70321
04/06/2020 05:49:00,57.78119,0.002469997,55.47733
04/06/2020 05:50:00,57.44958,0.002412481,55.41309
04/06/2020 05:51:00,57.41972,0.002383723,55.22445
04/06/2020 05:52:00,56.98449,0.002377332,54.88964
04/06/2020 05:53:00,57.41768,0.002374137,55.19334
04/06/2020 05:54:00,57.29366,0.002393309,55.16117
04/06/2020 05:55:00,57.32693,0.002332597,55.04438
04/06/2020 05:56:00,57.36528,0.002425262,55.19233
04/06/2020 05:57:00,57.08892,0.002418872,54.99246
04/06/2020 05:58:00,57.17849,0.002342183,54.82637
04/06/2020 05:59:00,57.02764,0.002367746,54.65599
04/06/2020 06:00:00,57.55598,0.002450824,55.00198
04/06/2020 06:01:00,57.70568,0.002367746,55.25042
04/06/2020 06:02:00,57.65132,0.00240609,55.1926
04/06/2020 06:03:00,57.86739,0.002399699,55.32515
04/06/2020 06:04:00,57.76078,0.002370941,55.26884
04/06/2020 06:05:00,58.10001,0.002428458,55.4425
04/06/2020 06:06:00,58.20082,0.002300644,55.54192
04/06/2020 06:07:00,58.40913,0.002374137,55.64004
04/06/2020 06:08:00,58.4121,0.002377332,55.70932
04/06/2020 06:09:00,58.61734,0.00235816,55.97194
04/06/2020 06:10:00,58.91272,0.002377332,56.17286
04/06/2020 06:11:00,59.09539,0.002367746,56.33967
04/06/2020 06:12:00,59.08557,0.00245402,56.39754
04/06/2020 06:13:00,58.8801,0.002342183,56.31483
04/06/2020 06:14:00,59.02745,0.002380528,56.25995
04/06/2020 06:15:00,58.96045,0.002415676,56.36914
04/06/2020 06:16:00,58.97821,0.00240609,56.25144
04/06/2020 06:17:00,58.96671,0.002402895,56.28771
04/06/2020 06:18:00,59.06704,0.002345379,56.48803
04/06/2020 06:19:00,59.09093,0.00235816,56.46225
04/06/2020 06:20:00,59.01155,0.002338988,56.56578
04/06/2020 06:21:00,58.78851,0.002326207,56.50441
04/06/2020 06:22:00,58.41692,0.002354965,56.26948
04/06/2020 06:23:00,58.24035,0.002319816,56.05513
04/06/2020 06:24:00,58.3851,0.002367746,56.1298
04/06/2020 06:25:00,58.05657,0.002383722,55.81731
04/06/2020 06:26:00,58.04403,0.002377332,55.69748
04/06/2020 06:27:00,57.88044,0.002348574,55.52423
04/06/2020 06:28:00,57.82021,0.002316621,55.39046
04/06/2020 06:29:00,57.79451,0.002338988,55.25655
04/06/2020 06:30:00,57.79882,0.002313425,55.27694
04/06/2020 06:31:00,58.20687,0.002393309,55.63303
04/06/2020 06:32:00,57.82042,0.00240609,55.54655
04/06/2020 06:33:00,57.60855,0.002326207,55.37317
04/06/2020 06:34:00,58.05693,0.002348574,55.41388
04/06/2020 06:35:00,58.33131,0.002303839,55.90174
04/06/2020 06:36:00,57.60476,0.002319816,55.53868
04/06/2020 06:37:00,57.65953,0.002367746,55.4361
04/06/2020 06:38:00,57.39972,0.00235816,55.25516
04/06/2020 06:39:00,57.08759,0.002335793,54.92299
04/06/2020 06:40:00,57.54923,0.002342183,55.35696
04/06/2020 06:41:00,56.76664,0.002332598,54.97627
04/06/2020 06:42:00,56.40019,0.002300644,54.32806
04/06/2020 06:43:00,56.42877,0.002300644,54.37759
04/06/2020 06:44:00,56.61995,0.002345379,54.45432
04/06/2020 06:45:00,56.68194,0.002377332,54.55719
04/06/2020 06:46:00,56.48639,0.00231023,54.54105
04/06/2020 06:47:00,56.43877,0.002348574,54.49122
04/06/2020 06:48:00,56.43562,0.002335793,54.45319
04/06/2020 06:49:00,56.0451,0.002351769,54.16521
04/06/2020 06:50:00,55.77876,0.002342183,53.57657
04/06/2020 06:51:00,54.89747,0.002374137,52.85812
04/06/2020 06:52:00,55.23213,0.002348574,52.30347
04/06/2020 06:53:00,55.43807,0.002338988,52.24687
04/06/2020 06:54:00,55.47652,0.002319816,52.19713
04/06/2020 06:55:00,55.85537,0.002287863,52.45318
04/06/2020 06:56:00,55.68355,0.002342183,52.71935
04/06/2020 06:57:00,55.80183,0.002265495,52.80902
04/06/2020 06:58:00,56.09395,0.002300644,52.99541
04/06/2020 06:59:00,55.90852,0.002287862,53.24683
04/06/2020 07:00:00,55.37477,0.002291058,53.15171
04/06/2020 07:01:00,54.62904,0.002252714,52.78205
04/06/2020 07:02:00,54.30196,0.002271886,51.81976
04/06/2020 07:03:00,54.45242,0.002329402,51.7997
04/06/2020 07:04:00,53.98199,0.002313425,51.55046
04/06/2020 07:05:00,53.51648,0.002252714,51.08326
04/06/2020 07:06:00,53.13924,0.002303839,50.56279
04/06/2020 07:07:00,52.9642,0.002265495,50.05559
04/06/2020 07:08:00,53.44178,0.002281472,50.15503
04/06/2020 07:09:00,53.39801,0.002284668,50.3012
04/06/2020 07:10:00,53.43816,0.002329402,50.26396
04/06/2020 07:11:00,53.61797,0.002291058,50.32716
04/06/2020 07:12:00,53.66783,0.00226869,50.38164
04/06/2020 07:13:00,54.32464,0.002265495,50.61581
04/06/2020 07:14:00,54.70869,0.002307035,51.16238
04/06/2020 07:15:00,54.29919,0.0022623,51.23115
04/06/2020 07:16:00,54.26498,0.002230347,51.24772
04/06/2020 07:17:00,54.12386,0.002284667,51.41626
04/06/2020 07:18:00,53.82206,0.002275081,51.22273
04/06/2020 07:19:00,53.99433,0.002278277,51.35958
04/06/2020 07:20:00,53.75584,0.002291058,51.27406
04/06/2020 07:21:00,53.71072,0.002271886,51.3027
04/06/2020 07:22:00,53.65065,0.00221437,51.19946
04/06/2020 07:23:00,53.8208,0.002259105,51.32633
04/06/2020 07:24:00,53.60513,0.002275081,51.39433
04/06/2020 07:25:00,53.21349,0.002265495,50.86954
04/06/2020 07:26:00,53.49492,0.002265495,50.84437
04/06/2020 07:27:00,53.86257,0.002284667,51.21094
04/06/2020 07:28:00,53.59153,0.002249519,51.27993
04/06/2020 07:29:00,53.59591,0.002294253,51.37424
04/06/2020 07:30:00,53.38976,0.002246323,51.34465
04/06/2020 07:31:00,53.2351,0.002243128,50.82135
04/06/2020 07:32:00,53.55745,0.002249519,50.69771
04/06/2020 07:33:00,53.67653,0.002297448,50.86913
04/06/2020 07:34:00,53.21664,0.002246324,50.58319
04/06/2020 07:35:00,53.15419,0.002255909,50.83835
04/06/2020 07:36:00,52.12177,0.002227151,49.91591
04/06/2020 07:37:00,52.52716,0.002255909,49.73943
04/06/2020 07:38:00,52.54069,0.002220761,49.84195
04/06/2020 07:39:00,52.5364,0.002246324,49.61539
04/06/2020 07:40:00,52.85378,0.002233542,49.86858
04/06/2020 07:41:00,52.79885,0.002230347,50.03415
04/06/2020 07:42:00,52.28192,0.002192002,49.80264
04/06/2020 07:43:00,51.96547,0.002195198,49.50234
04/06/2020 07:44:00,52.1098,0.002246323,49.66325
04/06/2020 07:45:00,51.06134,0.002198393,48.69867
04/06/2020 07:46:00,51.92542,0.002217565,48.34184
04/06/2020 07:47:00,51.39911,0.002185612,48.09784
04/06/2020 07:48:00,51.18172,0.00221437,47.95774
04/06/2020 07:49:00,51.36736,0.002172831,47.65668
04/06/2020 07:50:00,52.04034,0.002144073,48.35737
04/06/2020 07:51:00,52.19248,0.002169636,48.84848
04/06/2020 07:52:00,52.04603,0.002179221,48.87829
04/06/2020 07:53:00,52.12422,0.002144073,49.27414
04/06/2020 07:54:00,51.82722,0.002153659,48.83327
04/06/2020 07:55:00,52.40887,0.002124901,48.95173
04/06/2020 07:56:00,51.89011,0.002179221,49.18444
04/06/2020 07:57:00,51.55383,0.002105729,48.64864
04/06/2020 07:58:00,51.56964,0.00216005,48.5805
04/06/2020 07:59:00,51.57346,0.00211212,48.75705
